,date,statename,ili_activity_label,a_2009_h1n1,week_TEMP,week_STP,Latitude,Longitude
0,2010-10-10,Alabama,Level 1,0,16.2971428571,1002.72040816,32.806671,-86.79113
1,2010-10-17,Alabama,Level 1,0,19.699047619,1000.55686275,32.806671,-86.79113
2,2010-10-24,Alabama,Level 1,0,16.3647619048,1001.35562914,32.806671,-86.79113
3,2010-10-31,Alabama,Level 1,0,20.8187301587,1000.56375839,32.806671,-86.79113
4,2010-11-07,Alabama,Level 1,0,13.417037037,1005.20793651,32.806671,-86.79113
5,2010-11-14,Alabama,Level 1,0,9.45142857143,1005.6557047,32.806671,-86.79113
6,2010-11-21,Alabama,Level 1,0,12.7498412698,1002.24671053,32.806671,-86.79113
7,2010-11-28,Alabama,Level 4,2,16.280952381,1006.0869281,32.806671,-86.79113
8,2010-12-05,Alabama,Level 4,0,4.37444444444,1008.00232558,32.806671,-86.79113
9,2010-12-12,Alabama,Level 8,1,3.53492063492,1006.48881579,32.806671,-86.79113
10,2010-12-19,Alabama,Level 10,0,3.60634920635,1001.43921569,32.806671,-86.79113
11,2010-12-26,Alabama,Level 10,1,7.39206349206,1002.98066667,32.806671,-86.79113
12,2011-01-02,Alabama,Level 10,2,3.02095238095,1005.24026846,32.806671,-86.79113
13,2011-01-09,Alabama,Level 10,4,7.37940199336,1000.36571429,32.806671,-86.79113
14,2011-01-16,Alabama,Level 10,5,0.02,1007.03609023,32.806671,-86.79113
15,2011-01-23,Alabama,Level 10,10,5.40033222591,1000.94222222,32.806671,-86.79113
16,2011-01-30,Alabama,Level 10,11,4.69401993355,1001.59166667,32.806671,-86.79113
17,2011-02-06,Alabama,Level 10,19,5.27790697674,1004.51558442,32.806671,-86.79113
18,2011-02-13,Alabama,Level 10,15,2.56333333333,1002.62608696,32.806671,-86.79113
19,2011-02-20,Alabama,Level 10,26,9.82026578073,1008.09411765,32.806671,-86.79113
20,2011-02-27,Alabama,Level 10,12,16.153820598,1001.58273381,32.806671,-86.79113
21,2011-03-06,Alabama,Level 10,9,13.7761627907,1006.46923077,32.806671,-86.79113
22,2011-03-13,Alabama,Level 8,12,10.3265780731,1002.50869565,32.806671,-86.79113
23,2011-03-20,Alabama,Level 2,10,13.8744186047,1006.34379562,32.806671,-86.79113
24,2011-03-27,Alabama,Level 1,5,18.3534883721,1002.62028986,32.806671,-86.79113
25,2011-04-03,Alabama,Level 1,2,11.3720930233,993.373684211,32.806671,-86.79113
26,2011-04-10,Alabama,Level 1,0,16.5136212625,999.647407407,32.806671,-86.79113
27,2011-04-17,Alabama,Level 1,0,19.9215946844,999.410948905,32.806671,-86.79113
28,2011-04-24,Alabama,Level 1,0,18.8252491694,1000.3125,32.806671,-86.79113
29,2011-05-01,Alabama,Level 1,0,21.6361486486,998.642307692,32.806671,-86.79113
30,2011-05-08,Alabama,Level 1,0,17.6372093023,1004.29152542,32.806671,-86.79113
31,2011-05-15,Alabama,Level 1,0,22.4368770764,998.225179856,32.806671,-86.79113
32,2011-05-22,Alabama,Level 1,0,16.8752508361,995.538405797,32.806671,-86.79113
33,2011-05-29,Alabama,Level 1,0,24.3388704319,998.248571429,32.806671,-86.79113
34,2011-06-05,Alabama,Level 1,0,25.9052325581,1001.5475,32.806671,-86.79113
35,2011-06-12,Alabama,Level 1,0,27.4013289037,1000.10791367,32.806671,-86.79113
36,2011-06-19,Alabama,Level 1,0,26.5455149502,997.609285714,32.806671,-86.79113
37,2011-06-26,Alabama,Level 1,0,26.6595317726,998.17593985,32.806671,-86.79113
38,2011-07-03,Alabama,Level 1,0,25.7224806202,999.736752137,32.806671,-86.79113
39,2011-07-10,Alabama,Level 1,0,26.7553333333,998.597727273,32.806671,-86.79113
40,2011-07-17,Alabama,Level 1,0,27.4,997.473684211,32.806671,-86.79113
41,2011-07-24,Alabama,Level 1,0,26.3863787375,999.75648855,32.806671,-86.79113
42,2011-07-31,Alabama,Level 1,0,26.8016611296,999.822556391,32.806671,-86.79113
43,2011-08-07,Alabama,Level 1,0,27.7255813953,1001.61578947,32.806671,-86.79113
44,2011-08-14,Alabama,Level 1,0,26.9511627907,996.310526316,32.806671,-86.79113
45,2011-08-21,Alabama,Level 1,0,26.084717608,998.286764706,32.806671,-86.79113
46,2011-08-28,Alabama,Level 1,0,27.9574750831,997.859854015,32.806671,-86.79113
47,2011-09-04,Alabama,Level 1,0,27.0376744186,995.086315789,32.806671,-86.79113
48,2011-09-11,Alabama,Level 1,0,21.2551495017,995.208148148,32.806671,-86.79113
49,2011-09-18,Alabama,Level 1,0,21.6059800664,1001.11214286,32.806671,-86.79113
50,2011-09-25,Alabama,Level 1,0,22.1548172757,1002.22428571,32.806671,-86.79113
51,2011-10-02,Alabama,Level 1,0,21.3097315436,997.456617647,32.806671,-86.79113
52,2011-10-09,Alabama,Level 1,0,16.473,1005.65036496,32.806671,-86.79113
53,2011-10-16,Alabama,Level 1,0,19.288372093,999.144525547,32.806671,-86.79113
54,2011-10-23,Alabama,Level 2,0,15.0265780731,997.819117647,32.806671,-86.79113
55,2011-10-30,Alabama,Level 3,0,14.2777408638,1002.26231884,32.806671,-86.79113
56,2011-11-06,Alabama,Level 3,0,9.70234375,1004.74912281,32.806671,-86.79113
57,2011-11-13,Alabama,Level 5,0,13.0744186047,1005.625,32.806671,-86.79113
58,2011-11-20,Alabama,Level 3,0,14.811627907,1002.82238806,32.806671,-86.79113
59,2011-11-27,Alabama,Level 4,0,14.9900332226,1006.52592593,32.806671,-86.79113
60,2011-12-04,Alabama,Level 2,0,4.96744186047,1010.5975,32.806671,-86.79113
61,2011-12-11,Alabama,Level 6,0,9.98073089701,1006.39270073,32.806671,-86.79113
62,2011-12-18,Alabama,Level 7,0,10.453820598,1010.42971014,32.806671,-86.79113
63,2011-12-25,Alabama,Level 8,0,11.3003322259,1004.875,32.806671,-86.79113
64,2012-01-01,Alabama,Level 9,0,8.4,1004.93071429,32.806671,-86.79113
65,2012-01-08,Alabama,Level 5,1,7.9544973545,1007.93892216,32.806671,-86.79113
66,2012-01-15,Alabama,Level 6,0,10.4621693122,1000.63575758,32.806671,-86.79113
67,2012-01-22,Alabama,Level 9,0,11.2753968254,1005.18641975,32.806671,-86.79113
68,2012-01-29,Alabama,Level 10,0,14.2566137566,1001.1617284,32.806671,-86.79113
69,2012-02-05,Alabama,Level 10,0,8.4975308642,1011.85492958,32.806671,-86.79113
70,2012-02-12,Alabama,Level 10,0,9.80211640212,1005.50838323,32.806671,-86.79113
71,2012-02-19,Alabama,Level 10,1,8.88430851064,1004.84573171,32.806671,-86.79113
72,2012-02-26,Alabama,Level 10,1,13.0537433155,998.693630573,32.806671,-86.79113
73,2012-03-04,Alabama,Level 10,0,13.9268518519,1008.61473684,32.806671,-86.79113
74,2012-03-11,Alabama,Level 10,0,13.4058355438,1008.82439024,32.806671,-86.79113
75,2012-03-18,Alabama,Level 10,2,19.0624338624,1007.59386503,32.806671,-86.79113
76,2012-03-25,Alabama,Level 5,2,20.8037037037,1002.24518072,32.806671,-86.79113
77,2012-04-01,Alabama,Level 5,0,19.4625994695,1000.17682927,32.806671,-86.79113
78,2012-04-08,Alabama,Level 4,1,19.6256,996.336942675,32.806671,-86.79113
79,2012-04-15,Alabama,Level 3,0,16.5131016043,1004.87407407,32.806671,-86.79113
80,2012-04-22,Alabama,Level 5,0,19.5894179894,1000.48242424,32.806671,-86.79113
81,2012-04-29,Alabama,Level 6,0,17.8984126984,998.239130435,32.806671,-86.79113
82,2012-05-06,Alabama,Level 6,1,22.4398148148,1003.17021277,32.806671,-86.79113
83,2012-05-13,Alabama,Level 5,0,21.271957672,998.88908046,32.806671,-86.79113
84,2012-05-20,Alabama,Level 7,0,22.0755319149,1000.01162791,32.806671,-86.79113
85,2012-05-27,Alabama,Level 3,0,23.5268617021,999.707017544,32.806671,-86.79113
86,2012-06-03,Alabama,Level 2,0,21.1759259259,996.495744681,32.806671,-86.79113
87,2012-06-10,Alabama,Level 1,0,23.8701058201,997.0,32.806671,-86.79113
88,2012-06-17,Alabama,Level 1,0,24.4135278515,1000.68383234,32.806671,-86.79113
89,2012-06-24,Alabama,Level 1,0,25.6619680851,1000.77005988,32.806671,-86.79113
90,2012-07-01,Alabama,Level 1,0,27.8637566138,996.334545455,32.806671,-86.79113
91,2012-07-08,Alabama,Level 1,0,28.0687830688,1000.59818182,32.806671,-86.79113
92,2012-07-15,Alabama,Level 1,0,25.7518617021,1001.1809816,32.806671,-86.79113
93,2012-07-22,Alabama,Level 1,0,26.4418666667,1001.68674699,32.806671,-86.79113
94,2012-07-29,Alabama,Level 1,0,27.8251322751,1001.63795181,32.806671,-86.79113
95,2012-08-05,Alabama,Level 1,0,26.9660465116,998.815306122,32.806671,-86.79113
96,2012-08-12,Alabama,Level 1,0,25.9733870968,999.503550296,32.806671,-86.79113
97,2012-08-19,Alabama,Level 1,0,24.8417989418,999.636470588,32.806671,-86.79113
98,2012-08-26,Alabama,Level 1,0,23.9616402116,1000.64393064,32.806671,-86.79113
99,2012-09-02,Alabama,Level 1,0,26.0217391304,999.673154362,32.806671,-86.79113
100,2012-09-09,Alabama,Level 1,0,25.6826666667,998.02183908,32.806671,-86.79113
101,2012-09-16,Alabama,Level 1,0,22.2097883598,1004.46184971,32.806671,-86.79113
102,2012-09-23,Alabama,Level 1,0,21.4817460317,999.949132948,32.806671,-86.79113
103,2012-09-30,Alabama,Level 1,0,21.2759259259,1003.88735632,32.806671,-86.79113
104,2012-10-07,Alabama,Level 1,0,19.9238390093,999.27027027,32.806671,-86.79113
105,2012-10-14,Alabama,Level 1,0,16.8930666667,1005.19657143,32.806671,-86.79113
106,2012-10-21,Alabama,Level 1,0,18.214171123,997.71,32.806671,-86.79113
107,2012-10-28,Alabama,Level 1,0,17.2608465608,1001.92342857,32.806671,-86.79113
108,2012-11-04,Alabama,Level 1,0,10.4490740741,998.45959596,32.806671,-86.79113
109,2012-11-11,Alabama,Level 1,0,11.5708994709,1003.54534884,32.806671,-86.79113
110,2012-11-18,Alabama,Level 4,0,10.6447089947,1009.41714286,32.806671,-86.79113
111,2012-11-25,Alabama,Level 10,0,11.132010582,1007.03,32.806671,-86.79113
112,2012-12-02,Alabama,Level 10,0,8.84783950617,1008.1472973,32.806671,-86.79113
113,2012-12-09,Alabama,Level 10,0,15.8531746032,1004.87885714,32.806671,-86.79113
114,2012-12-16,Alabama,Level 10,0,10.3917989418,1003.77542857,32.806671,-86.79113
115,2012-12-23,Alabama,Level 10,0,11.4763297872,1000.51511628,32.806671,-86.79113
116,2012-12-30,Alabama,Level 10,2,7.73360215054,999.602339181,32.806671,-86.79113
117,2013-01-06,Alabama,Level 10,1,6.89560117302,1007.97777778,32.806671,-86.79113
118,2013-01-13,Alabama,Level 10,0,16.0476608187,1005.79939394,32.806671,-86.79113
119,2013-01-20,Alabama,Level 10,0,7.58724035608,1006.02138365,32.806671,-86.79113
120,2013-01-27,Alabama,Level 9,0,10.1772594752,1009.65568862,32.806671,-86.79113
121,2013-02-03,Alabama,Level 7,1,6.43520408163,1007.69892473,32.806671,-86.79113
122,2013-02-10,Alabama,Level 5,0,12.1549707602,1002.82831325,32.806671,-86.79113
123,2013-02-17,Alabama,Level 7,0,7.60614035088,1003.30426829,32.806671,-86.79113
124,2013-02-24,Alabama,Level 4,0,10.6069970845,1000.85748503,32.806671,-86.79113
125,2013-03-03,Alabama,Level 4,1,4.42102564103,1003.48172043,32.806671,-86.79113
126,2013-03-10,Alabama,Level 4,0,11.1466076696,1004.45,32.806671,-86.79113
127,2013-03-17,Alabama,Level 5,0,12.5463343109,1003.70181818,32.806671,-86.79113
128,2013-03-24,Alabama,Level 5,0,11.0635568513,997.994610778,32.806671,-86.79113
129,2013-03-31,Alabama,Level 2,0,10.4806122449,1007.6057554,32.806671,-86.79113
130,2013-04-07,Alabama,Level 2,0,10.4806122449,1007.6057554,32.806671,-86.79113
131,2013-04-14,Alabama,Level 1,0,18.4448979592,998.748795181,32.806671,-86.79113
132,2013-04-21,Alabama,Level 1,1,17.7690962099,1003.84759036,32.806671,-86.79113
133,2013-04-28,Alabama,Level 1,0,17.7868804665,1005.06190476,32.806671,-86.79113
134,2013-05-05,Alabama,Level 1,0,15.7612244898,998.904861111,32.806671,-86.79113
135,2013-05-12,Alabama,Level 1,0,15.7612244898,998.904861111,32.806671,-86.79113
136,2013-05-19,Alabama,Level 1,0,15.7612244898,998.904861111,32.806671,-86.79113
137,2013-05-26,Alabama,Level 1,0,22.755393586,1003.1190184,32.806671,-86.79113
138,2013-06-02,Alabama,Level 1,0,24.7379310345,999.393055556,32.806671,-86.79113
139,2013-06-09,Alabama,Level 1,0,24.7379310345,999.393055556,32.806671,-86.79113
140,2013-06-16,Alabama,Level 1,1,26.6189504373,1000.67212121,32.806671,-86.79113
141,2013-06-23,Alabama,Level 1,0,25.1558479532,1003.05481928,32.806671,-86.79113
142,2013-06-30,Alabama,Level 1,0,24.312244898,994.566666667,32.806671,-86.79113
143,2013-07-07,Alabama,Level 1,0,23.8309037901,1002.65421687,32.806671,-86.79113
144,2013-07-14,Alabama,Level 1,0,25.260058309,1001.66407186,32.806671,-86.79113
145,2013-07-21,Alabama,Level 1,0,25.8991253644,1003.78282209,32.806671,-86.79113
146,2013-07-28,Alabama,Level 1,0,24.9297376093,999.941666667,32.806671,-86.79113
147,2013-08-04,Alabama,Level 1,0,25.9173469388,1004.38085106,32.806671,-86.79113
148,2013-08-11,Alabama,Level 1,0,26.3921282799,1001.78083832,32.806671,-86.79113
149,2013-08-18,Alabama,Level 1,0,23.3297376093,1001.15308642,32.806671,-86.79113
150,2013-08-25,Alabama,Level 1,0,24.9405247813,1004.83592814,32.806671,-86.79113
151,2013-09-01,Alabama,Level 1,0,25.3804081633,1001.40169492,32.806671,-86.79113
152,2013-09-08,Alabama,Level 1,0,25.3889880952,1001.67964072,32.806671,-86.79113
153,2013-09-15,Alabama,Level 1,0,25.3889880952,1001.67964072,32.806671,-86.79113
154,2013-09-22,Alabama,Level 1,0,25.3889880952,1001.67964072,32.806671,-86.79113
155,2013-09-29,Alabama,Level 1,0,25.3889880952,1001.67964072,32.806671,-86.79113
156,2013-10-06,Alabama,Level 1,7,22.5813411079,1001.48392857,32.806671,-86.79113
157,2013-10-13,Alabama,Level 1,7,19.9209912536,1002.98397436,32.806671,-86.79113
158,2013-10-20,Alabama,Level 1,7,19.9209912536,1002.98397436,32.806671,-86.79113
159,2013-10-27,Alabama,Level 1,7,19.9209912536,1002.98397436,32.806671,-86.79113
160,2013-11-03,Alabama,Level 3,7,14.7142857143,1002.08369565,32.806671,-86.79113
161,2013-11-10,Alabama,Level 5,9,13.6090379009,1008.38452381,32.806671,-86.79113
162,2013-11-17,Alabama,Level 5,9,13.6090379009,1008.38452381,32.806671,-86.79113
163,2013-11-24,Alabama,Level 6,7,10.9781341108,1008.46886228,32.806671,-86.79113
164,2013-12-01,Alabama,Level 7,4,4.65081967213,1007.91171171,32.806671,-86.79113
165,2013-12-08,Alabama,Level 10,2,14.6153846154,1001.41,32.806671,-86.79113
166,2013-12-15,Alabama,Level 10,3,6.17543859649,1007.97484277,32.806671,-86.79113
167,2013-12-22,Alabama,Level 10,10,11.8472303207,1004.94099379,32.806671,-86.79113
168,2013-12-29,Alabama,Level 10,3,5.00145772595,1009.10621118,32.806671,-86.79113
169,2014-01-05,Alabama,Level 10,4,2.05417789757,1006.82654321,32.806671,-86.79113
170,2014-01-12,Alabama,Level 10,13,7.86900269542,1003.96235294,32.806671,-86.79113
171,2014-01-19,Alabama,Level 6,13,5.58517520216,1000.78562874,32.806671,-86.79113
172,2014-01-26,Alabama,Level 9,6,1.60053908356,1005.14404762,32.806671,-86.79113
173,2014-02-02,Alabama,Level 8,2,-2.52658227848,1008.17777778,32.806671,-86.79113
174,2014-02-09,Alabama,Level 5,4,5.6641509434,1005.22965116,32.806671,-86.79113
175,2014-02-16,Alabama,Level 3,1,7.49811320755,1000.1922619,32.806671,-86.79113
176,2014-02-23,Alabama,Level 1,1,14.0052054795,1001.07048193,32.806671,-86.79113
177,2014-03-02,Alabama,Level 1,1,4.79937106918,999.786111111,32.806671,-86.79113
178,2014-03-09,Alabama,Level 1,3,10.9964959569,1001.07371429,32.806671,-86.79113
179,2014-03-16,Alabama,Level 1,0,11.7722826087,997.344970414,32.806671,-86.79113
180,2014-03-23,Alabama,Level 1,1,12.8016304348,1001.46058824,32.806671,-86.79113
181,2014-03-30,Alabama,Level 1,0,12.1359621451,1003.29172414,32.806671,-86.79113
182,2014-04-06,Alabama,Level 1,0,16.835309973,997.540236686,32.806671,-86.79113
183,2014-04-13,Alabama,Level 1,0,16.4309973046,1001.36882353,32.806671,-86.79113
184,2014-04-20,Alabama,Level 1,0,14.9574123989,1003.7591954,32.806671,-86.79113
185,2014-04-27,Alabama,Level 1,0,20.6134770889,995.910285714,32.806671,-86.79113
186,2014-05-04,Alabama,Level 1,0,18.7201257862,999.95,32.806671,-86.79113
187,2014-05-11,Alabama,Level 1,0,22.753638814,1002.08662791,32.806671,-86.79113
188,2014-05-18,Alabama,Level 1,0,18.5592991914,1003.33352941,32.806671,-86.79113
189,2014-05-25,Alabama,Level 1,0,24.1832884097,1003.02280702,32.806671,-86.79113
190,2014-06-01,Alabama,Level 1,0,23.1339622642,1000.01428571,32.806671,-86.79113
191,2014-06-08,Alabama,Level 1,0,24.8451086957,997.204761905,32.806671,-86.79113
192,2014-06-15,Alabama,Level 1,0,24.5355795148,999.36374269,32.806671,-86.79113
193,2014-06-22,Alabama,Level 1,0,26.1371967655,1000.4300578,32.806671,-86.79113
194,2014-06-29,Alabama,Level 1,0,25.7075471698,1002.588,32.806671,-86.79113
195,2014-07-06,Alabama,Level 1,0,25.6566037736,1001.33928571,32.806671,-86.79113
196,2014-07-13,Alabama,Level 1,0,26.1433604336,1001.50523256,32.806671,-86.79113
197,2014-07-20,Alabama,Level 1,0,23.9221621622,999.824418605,32.806671,-86.79113
198,2014-07-27,Alabama,Level 1,0,26.1482479784,999.846857143,32.806671,-86.79113
199,2014-08-03,Alabama,Level 1,0,22.5669811321,1000.66122449,32.806671,-86.79113
200,2014-08-10,Alabama,Level 1,0,26.34375,999.062048193,32.806671,-86.79113
201,2014-08-17,Alabama,Level 1,0,24.9237196765,999.16746988,32.806671,-86.79113
202,2014-08-24,Alabama,Level 1,0,27.4668463612,999.928834356,32.806671,-86.79113
203,2014-08-31,Alabama,Level 1,0,25.9286792453,1001.09666667,32.806671,-86.79113
204,2014-09-07,Alabama,Level 1,0,25.7522911051,1000.75257143,32.806671,-86.79113
205,2014-09-14,Alabama,Level 1,0,25.4848238482,1001.79874214,32.806671,-86.79113
206,2014-09-21,Alabama,Level 1,0,23.0760107817,999.966857143,32.806671,-86.79113
207,2014-09-28,Alabama,Level 1,0,21.6188679245,1002.13371429,32.806671,-86.79113
208,2014-10-05,Alabama,Level 1,0,19.739083558,999.043930636,32.806671,-86.79113
209,2014-10-12,Alabama,Level 1,0,22.8485175202,999.666666667,32.806671,-86.79113
210,2014-10-19,Alabama,Level 1,0,16.4110512129,999.185549133,32.806671,-86.79113
211,2014-10-26,Alabama,Level 1,0,16.6876010782,1001.58742857,32.806671,-86.79113
212,2014-11-02,Alabama,Level 1,0,9.14150943396,1009.56875,32.806671,-86.79113
213,2014-11-09,Alabama,Level 1,0,12.502425876,1001.5704142,32.806671,-86.79113
214,2014-11-16,Alabama,Level 5,0,6.25525606469,1004.82965116,32.806671,-86.79113
215,2014-11-23,Alabama,Level 10,0,10.567115903,1003.84709302,32.806671,-86.79113
216,2014-11-30,Alabama,Level 10,0,8.53924528302,1007.50333333,32.806671,-86.79113
217,2014-12-07,Alabama,Level 9,0,13.3469002695,1007.09371429,32.806671,-86.79113
218,2014-12-14,Alabama,Level 10,0,7.47331536388,1005.03233533,32.806671,-86.79113
219,2014-12-21,Alabama,Level 10,0,8.99073569482,1002.13850575,32.806671,-86.79113
220,2014-12-28,Alabama,Level 10,0,10.4648648649,1002.86228571,32.806671,-86.79113
221,2015-01-04,Alabama,Level 10,0,4.2641509434,1013.08,32.806671,-86.79113
222,2015-01-11,Alabama,Level 9,0,8.30976331361,1009.17636364,32.806671,-86.79113
223,2015-01-18,Alabama,Level 10,0,3.58775510204,1011.86547619,32.806671,-86.79113
224,2015-01-25,Alabama,Level 10,0,7.66967930029,1004.05609756,32.806671,-86.79113
225,2015-02-01,Alabama,Level 10,0,7.39679300292,1000.56190476,32.806671,-86.79113
226,2015-02-08,Alabama,Level 6,0,6.25794871795,1004.5125,32.806671,-86.79113
227,2015-02-15,Alabama,Level 9,0,8.28425655977,1002.94285714,32.806671,-86.79113
228,2015-02-22,Alabama,Level 10,0,4.23381924198,1003.8547619,32.806671,-86.79113
229,2015-03-01,Alabama,Level 8,0,4.21882352941,1005.76130952,32.806671,-86.79113
230,2015-03-08,Alabama,Level 9,0,3.83767123288,1005.58412698,32.806671,-86.79113
231,2015-03-15,Alabama,Level 6,0,10.6533527697,1007.16204819,32.806671,-86.79113
232,2015-03-22,Alabama,Level 4,0,17.4172011662,1003.91437126,32.806671,-86.79113
233,2015-03-29,Alabama,Level 1,0,16.7408163265,1001.29047619,32.806671,-86.79113
234,2015-04-05,Alabama,Level 1,0,13.7173469388,1002.58601399,32.806671,-86.79113
235,2015-04-12,Alabama,Level 1,0,19.3244897959,1003.69583333,32.806671,-86.79113
236,2015-04-19,Alabama,Level 1,0,20.5563049853,1002.47333333,32.806671,-86.79113
237,2015-04-26,Alabama,Level 1,0,18.6884955752,997.714723926,32.806671,-86.79113
238,2015-05-03,Alabama,Level 1,0,18.3997084548,994.70952381,32.806671,-86.79113
239,2015-05-10,Alabama,Level 1,0,16.7081632653,994.170833333,32.806671,-86.79113
240,2015-05-17,Alabama,Level 1,0,23.1373177843,1003.04404762,32.806671,-86.79113
241,2015-05-24,Alabama,Level 1,0,23.4498542274,1004.09575758,32.806671,-86.79113
242,2015-05-31,Alabama,Level 1,0,21.7973760933,1004.80359281,32.806671,-86.79113
243,2015-06-07,Alabama,Level 1,0,22.4102040816,999.626388889,32.806671,-86.79113
244,2015-06-14,Alabama,Level 1,0,24.9696793003,998.623809524,32.806671,-86.79113
245,2015-06-21,Alabama,Level 1,0,26.4303206997,1002.00238095,32.806671,-86.79113
246,2015-06-28,Alabama,Level 1,0,27.893877551,1002.13809524,32.806671,-86.79113
247,2015-07-05,Alabama,Level 1,0,24.7979591837,1001.17916667,32.806671,-86.79113
248,2015-07-12,Alabama,Level 1,0,25.3932748538,1002.21676647,32.806671,-86.79113
249,2015-07-19,Alabama,Level 1,0,28.0206997085,1000.59583333,32.806671,-86.79113
250,2015-07-26,Alabama,Level 1,0,27.9807580175,998.250299401,32.806671,-86.79113
251,2015-08-02,Alabama,Level 1,0,27.5043731778,998.49702381,32.806671,-86.79113
252,2015-08-09,Alabama,Level 1,0,27.3097959184,997.71512605,32.806671,-86.79113
253,2015-08-16,Alabama,Level 1,0,27.1282798834,997.627380952,32.806671,-86.79113
254,2015-08-23,Alabama,Level 1,0,25.5551020408,1000.81011905,32.806671,-86.79113
255,2015-08-30,Alabama,Level 1,0,25.1084548105,999.772619048,32.806671,-86.79113
256,2015-09-06,Alabama,Level 1,0,23.9302904564,1001.33666667,32.806671,-86.79113
257,2015-09-13,Alabama,Level 1,0,25.9460641399,999.666071429,32.806671,-86.79113
258,2015-09-20,Alabama,Level 1,0,21.3014577259,1001.39761905,32.806671,-86.79113
259,2015-09-27,Alabama,Level 1,0,22.8626822157,999.9125,32.806671,-86.79113
260,2015-10-04,Alabama,Level 1,0,22.4501457726,998.247619048,32.806671,-86.79113
261,2010-10-10,Alaska,Level 1,0,4.46678403756,988.501333333,61.370716,-152.404419
262,2010-10-17,Alaska,Level 1,0,1.49871194379,994.250582363,61.370716,-152.404419
263,2010-10-24,Alaska,Level 1,0,0.999414519906,991.763410596,61.370716,-152.404419
264,2010-10-31,Alaska,Level 1,0,1.04894613583,990.355024712,61.370716,-152.404419
265,2010-11-07,Alaska,Level 1,0,-1.3137295082,984.122285714,61.370716,-152.404419
266,2010-11-14,Alaska,Level 1,0,-2.9106557377,990.497564935,61.370716,-152.404419
267,2010-11-21,Alaska,Level 1,0,-4.64320843091,1007.93392857,61.370716,-152.404419
268,2010-11-28,Alaska,Level 1,0,-1.51030444965,1002.94195122,61.370716,-152.404419
269,2010-12-05,Alaska,Level 1,0,-11.4086065574,1004.31942857,61.370716,-152.404419
270,2010-12-12,Alaska,Level 1,0,-9.14196951934,1002.98251634,61.370716,-152.404419
271,2010-12-19,Alaska,Level 1,0,-12.6045774648,1001.30957792,61.370716,-152.404419
272,2010-12-26,Alaska,Level 1,0,-12.7024764151,1004.56677578,61.370716,-152.404419
273,2011-01-02,Alaska,Level 1,0,-14.7677230047,994.202446982,61.370716,-152.404419
274,2011-01-09,Alaska,Level 1,4,-3.56530849825,990.287791741,61.370716,-152.404419
275,2011-01-16,Alaska,Level 2,12,-8.02206736353,1020.99318996,61.370716,-152.404419
276,2011-01-23,Alaska,Level 3,12,-14.5005807201,1000.49443447,61.370716,-152.404419
277,2011-01-30,Alaska,Level 2,24,-9.77479674797,990.874383302,61.370716,-152.404419
278,2011-02-06,Alaska,Level 5,35,-5.15833333333,993.946394984,61.370716,-152.404419
279,2011-02-13,Alaska,Level 3,15,-7.37930232558,1007.05197133,61.370716,-152.404419
280,2011-02-20,Alaska,Level 6,41,-12.6885913853,998.271863799,61.370716,-152.404419
281,2011-02-27,Alaska,Level 6,39,-7.96968641115,1012.7912656,61.370716,-152.404419
282,2011-03-06,Alaska,Level 10,51,-11.1877717391,1017.92666667,61.370716,-152.404419
283,2011-03-13,Alaska,Level 7,50,-8.25841121495,1003.06983842,61.370716,-152.404419
284,2011-03-20,Alaska,Level 6,23,-8.78604651163,994.263392857,61.370716,-152.404419
285,2011-03-27,Alaska,Level 4,16,-2.52555168409,995.139821429,61.370716,-152.404419
286,2011-04-03,Alaska,Level 4,8,-6.32845528455,999.785,61.370716,-152.404419
287,2011-04-10,Alaska,Level 4,6,-3.3981416957,990.589982111,61.370716,-152.404419
288,2011-04-17,Alaska,Level 1,0,-4.51649245064,1000.1881932,61.370716,-152.404419
289,2011-04-24,Alaska,Level 2,3,-0.591162790698,1006.27504488,61.370716,-152.404419
290,2011-05-01,Alaska,Level 1,0,1.88130081301,997.264042934,61.370716,-152.404419
291,2011-05-08,Alaska,Level 1,4,2.02432065217,1000.96367432,61.370716,-152.404419
292,2011-05-15,Alaska,Level 1,0,3.10280046674,1005.82140288,61.370716,-152.404419
293,2011-05-22,Alaska,Level 1,0,6.79906976744,997.118996416,61.370716,-152.404419
294,2011-05-29,Alaska,Level 1,0,9.25151162791,1001.02951699,61.370716,-152.404419
295,2011-06-05,Alaska,Level 1,0,9.42330623306,998.143333333,61.370716,-152.404419
296,2011-06-12,Alaska,Level 1,0,8.89036004646,1005.62415027,61.370716,-152.404419
297,2011-06-19,Alaska,Level 1,0,9.46271981243,1000.31523297,61.370716,-152.404419
298,2011-06-26,Alaska,Level 1,0,11.0645348837,1002.50663082,61.370716,-152.404419
299,2011-07-03,Alaska,Level 1,0,10.0894308943,992.343037975,61.370716,-152.404419
300,2011-07-10,Alaska,Level 1,0,10.9034965035,999.934954955,61.370716,-152.404419
301,2011-07-17,Alaska,Level 1,0,11.7954439252,1001.83327338,61.370716,-152.404419
302,2011-07-24,Alaska,Level 1,0,12.0689252336,999.185790409,61.370716,-152.404419
303,2011-07-31,Alaska,Level 1,0,12.323255814,998.071735242,61.370716,-152.404419
304,2011-08-07,Alaska,Level 1,0,12.323255814,998.071735242,61.370716,-152.404419
305,2011-08-14,Alaska,Level 1,0,12.323255814,998.071735242,61.370716,-152.404419
